tweet_id,dog_breeds,rating_numerator,rating_denominator,dog_name,dog_stage,retweet_count,favorite_count
857062103051644929,seashore,12,10,,,183,0
857029823797047296,golden_retriever,13,10,,,4364,19910
856602993587888130,siberian_husky,12,10,Zeke,,11633,0
856526610513747968,teddy,12,10,Callie,,2068,12446
856330835276025856,chihuahua,14,10,,,731,0
856288084350160898,labrador_retriever,14,10,,,17,545
856282028240666624,golden_retriever,14,10,,,6841,29086
855862651834028034,basset,14,10,Cermet,,27,320
855860136149123072,brabancon_griffon,420,10,,,1058,4407
855857698524602368,airedale,666,10,,,2313,12498
855851453814013952,cocker_spaniel,13,10,,,19196,47844
855818117272018944,toy_poodle,13,10,,doggo,5943,28056
855818117272018944,toy_poodle,13,10,,puppo,5943,28056
855459453768019968,chihuahua,13,10,,,8987,31657
855138241867124737,west_highland_white_terrier,12,10,George,,50,0
854482394044301312,eskimo_dog,12,10,Marlee,,7608,31131
854365224396361728,maltese_dog,13,10,Arya,,5159,20046
854120357044912130,seat_belt,13,10,Einstein,,8285,33911
853760880890318849,dalmatian,11,10,,doggo,6403,30414
853760880890318849,dalmatian,11,10,,floofer,6403,30414
853299958564483072,pomeranian,13,10,,,3928,16508
852912242202992640,pembroke,13,10,,,2037,9658
852553447878664193,pomeranian,12,10,Aspen,,3885,17492
852311364735569921,vizsla,13,10,Jarod,,10961,35325
852226086759018497,miniature_pinscher,13,10,Wiggles,,7570,21378
851953902622658560,piggy_bank,12,10,Sailor,,10706,0
851861385021730816,beagle,13,10,Astrid,doggo,23,0
851464819735769094,web_site,11,10,,,7855,25944
851224888060895234,blenheim_spaniel,14,10,Iggy,,6350,22090
850380195714523136,italian_greyhound,11,10,Kyle,,2915,13994
850145622816686080,malamute,13,10,,,4244,17519
849776966551130114,german_short-haired_pointer,12,10,Boomer,pupper,8404,32390
849668094696017920,toy_poodle,12,10,,,5513,0
849412302885593088,chihuahua,12,10,Gidget,pupper,3487,17039
849336543269576704,shetland_sheepdog,12,10,Noosh,,2101,12240
849051919805034497,irish_terrier,11,10,,,7396,32617
848690551926992896,cairn,13,10,Kevin,,4826,27104
848213670039564288,english_springer,12,10,Odin,,832,8834
848212111729840128,whippet,11,10,,,3444,17618
847978865427394560,pug,6,10,Jerry,,3652,0
847962785489326080,maltese_dog,13,10,,,5730,25296
847606175596138505,chihuahua,13,10,,,3774,20208
847251039262605312,seat_belt,12,10,Cannon,,4800,22036
847157206088847362,chow,12,10,Furzey,,6572,21588
847116187444137987,window_shade,11,10,Daisy,,3583,23108
846514051647705089,sorrel,13,10,Tuck,,13076,48410
846505985330044928,sussex_spaniel,13,10,Barney,doggo,3492,15304
846153765933735936,english_springer,11,10,,,10226,34394
846042936437604353,arctic_fox,13,10,,,3224,17256
845306882940190720,dandie_dinmont,13,10,Mimosa,doggo,6039,25225
845098359547420673,ibizan_hound,12,10,Pickles,pupper,8640,0
844979544864018432,shetland_sheepdog,12,10,Bungalo,,2909,14738
844973813909606400,norwich_terrier,13,10,,,3617,16361
844704788403113984,pomeranian,12,10,Brady,,11633,42022
843981021012017153,keeshond,12,10,Margo,,3285,16327
843856843873095681,norfolk_terrier,13,10,,,5220,23211
843604394117681152,pug,12,10,Sadie,,3081,18310
843235543001513987,labrador_retriever,11,10,Hank,,6852,23315
842892208864923648,chihuahua,13,10,Tycho,,56625,0
842765311967449089,dingo,13,10,Charlie,,1439,7321
842535590457499648,beagle,12,10,Indie,,3937,19637
842163532590374912,brown_bear,13,10,Winnie,,6568,26569
842115215311396866,pembroke,12,10,George,,3386,15204
841833993020538882,basenji,12,10,Bentley,,17504,0
841680585030541313,pomeranian,13,10,Ken,,8748,27854
841439858740625411,old_english_sheepdog,12,10,Penny,,4168,13755
841320156043304961,basset,14,10,,,6080,21402
841314665196081154,american_staffordshire_terrier,12,10,,,5312,17305
841077006473256960,web_site,13,10,Max,,5991,24926
840761248237133825,labrador_retriever,12,10,Dawn,,1972,0
840698636975636481,malinois,12,10,Pipsy,,3,197
840696689258311684,pekinese,10,10,,,1116,13377
840370681858686976,shih-tzu,12,10,Maddie,,5146,17918
839990271299457024,redbone,12,10,Monty,,2597,14640
839549326359670784,basenji,13,10,Sojourner,,8805,29957
839290600511926273,malinois,12,10,Winston,,158,0
839239871831150596,goose,10,10,,pupper,7422,29684
838952994649550848,shih-tzu,13,10,Odie,,4505,21289
838921590096166913,samoyed,13,10,,,2357,12183
838916489579200512,guinea_pig,13,10,Arlo,,38,0
838831947270979586,yorkshire_terrier,15,10,,,12643,0
838561493054533637,rottweiler,13,10,Riley,,1504,11892
838476387338051585,labrador_retriever,13,10,Walter,,5484,24664
838150277551247360,african_hunting_dog,13,10,Sunny,,370,1824
838083903487373313,rottweiler,15,10,,,3582,19183
837820167694528512,chihuahua,13,10,Daisy,,8952,37277
837471256429613056,miniature_poodle,13,10,Waffles,,2631,13967
837366284874571778,italian_greyhound,12,10,Vincent,,6005,23074
836989968035819520,samoyed,14,10,,,2610,13879
836753516572119041,german_shepherd,12,10,Mookie,,5237,21029
836397794269200385,toy_poodle,11,10,,,31314,0
836260088725786625,lakeland_terrier,12,10,Ava,pupper,4850,23177
836001077879255040,pomeranian,13,10,Lucy,,4935,20924
835685285446955009,doberman,13,10,,,9327,0
835536468978302976,pug,11,10,Eli,,1939,0
835297930240217089,shetland_sheepdog,13,10,,,3381,17847
835172783151792128,gordon_setter,960,0,,,6516,28552
835152434251116546,kuvasz,12,10,,,3443,24574
834931633769889797,stone_wall,0,10,,,1878,11838
834786237630337024,toy_poodle,12,10,Tucker,,6159,22943
834458053273591808,chihuahua,12,10,Leo,,1899,10512
834209720923721728,dalmatian,12,10,Chester,,5476,22594
834089966724603904,labrador_retriever,11,10,Sunshine,,2427,10971
833732339549220864,labrador_retriever,13,10,Charlie,,251,0
833722901757046785,chow,12,10,Gabby,,3636,22585
833479644947025920,pug,13,10,Bronte,,2357,16258
833124694597443584,hamster,13,10,Poppy,,5513,22133
832998151111966721,pug,12,10,Gidget,pupper,2522,14549
832769181346996225,tennis_ball,13,10,Rhino,doggo,43,0
832757312314028032,rottweiler,12,10,,,4127,18423
832682457690300417,pug,13,10,Willow,,3368,13017
832645525019123713,cocker_spaniel,13,10,,,594,3195
832636094638288896,carton,10,10,not,,3220,17379
832397543355072512,beagle,12,10,Orion,,2548,13126
832273440279240704,pug,11,10,Charlie,,2673,12385
832215909146226688,chihuahua,14,10,Smiley,doggo,7069,0
832215726631055365,irish_terrier,75,10,Logan,,10723,0
832088576586297345,pug,13,10,Moreton,,3,72
832032802820481025,chihuahua,12,10,Klein,,4746,13887
831939777352105988,irish_terrier,12,10,Miguel,doggo,7031,26404
831926988323639298,pug,12,10,Emanuel,doggo,39,369
831911600680497154,cocker_spaniel,12,10,,,7458,30380
831650051525054464,border_collie,13,10,Daisy,,2243,7908
831552930092285952,west_highland_white_terrier,13,10,,,2632,9872
831322785565769729,doberman,13,10,Dutch,,1744,10042
831315979191906304,golden_retriever,12,10,Pete,doggo,1264,7117
831309418084069378,siamese_cat,13,10,,pupper,2786,12819
830956169170665475,kuvasz,12,10,Tucker,,1735,8735
830583320585068544,great_pyrenees,12,10,Reggie,,19297,73397
830173239259324417,toy_poodle,13,10,Lilly,,6554,0
829861396166877184,golden_retriever,12,10,Loki,doggo,2243,13441
829501995190984704,chesapeake_bay_retriever,12,10,Mia,,12224,34913
829374341691346946,pembroke,11,10,,doggo,10706,38074
829141528400556032,chihuahua,13,10,Astrid,doggo,8530,26952
828708714936930305,chihuahua,13,10,Alfie,,12882,40241
828650029636317184,toy_poodle,10,10,Fiona,,1544,10467
828408677031882754,pug,12,10,Mutt,,1477,8398
828381636999917570,car_mirror,12,10,Bear,,2554,13864
828372645993398273,lakeland_terrier,13,10,Beebop,,3344,13756
828361771580813312,french_bulldog,12,10,Alexander,,195,2408
828046555563323392,chow,12,10,,,3260,12923
827933404142436356,schipperke,11,10,Brutus,,5987,22180
827653905312006145,airedale,12,10,Kona,pupper,3433,16983
827600520311402496,shih-tzu,12,10,Boots,,1082,8143
827324948884643840,golden_retriever,13,10,Tucker,,3510,17523
827228250799742977,miniature_pinscher,12,10,Ralphie,,13517,0
827199976799354881,samoyed,12,10,Phil,,2579,11659
826958653328592898,ski_mask,13,10,Charlie,,5757,23767
826848821049180160,chihuahua,12,10,Loki,doggo,11878,40325
826615380357632002,hamster,13,10,Cupid,doggo,4521,0
826598799820865537,west_highland_white_terrier,10,10,,,292,5637
826598365270007810,golden_retriever,7,10,,,2709,11117
826476773533745153,rottweiler,13,10,Pawnd,,4821,20275
826240494070030336,english_setter,12,10,Pilot,doggo,2965,14614
825876512159186944,beagle,13,10,Ike,,2146,11525
825829644528148480,arctic_fox,11,10,Mo,,2848,14025
825535076884762624,newfoundland,12,10,Toby,,19669,56413
825147591692263424,wombat,14,10,,puppo,5244,20181
825120256414846976,bull_mastiff,13,10,Sweet,,1483,0
825026590719483904,labrador_retriever,12,10,Pablo,puppo,1483,7020
824796380199809024,samoyed,12,10,Pablo,puppo,6288,0
824775126675836928,pekinese,11,10,Bailey,,4069,16508
824663926340194305,soft-coated_wheaten_terrier,12,10,Scooter,,1993,11113
824325613288833024,chesapeake_bay_retriever,13,10,Wilson,,11848,12999
823939628516474880,shih-tzu,14,10,,,3123,11755
823719002937630720,german_short-haired_pointer,12,10,Cash,,12953,0
823699002998870016,golden_retriever,12,10,Balto,,2772,13826
823581115634085888,chihuahua,12,10,Winston,,3031,14376
823333489516937216,maltese_dog,11,10,Crawford,,31,777
823269594223824897,brabancon_griffon,11,10,Wyatt,,11421,0
822975315408461824,toilet_seat,11,10,,,3958,19139
822859134160621569,pug,13,10,,puppo,2622,14576
822610361945911296,pembroke,13,10,Paisley,,3423,16327
822489057087389700,collie,12,10,,,7390,20083
822462944365645825,pomeranian,13,10,Paisley,,17209,31800
822244816520155136,toy_poodle,14,10,Gabe,pupper,11421,38832
822163064745328640,eskimo_dog,11,10,,,5571,0
821886076407029760,toy_poodle,11,10,Mattie,,2692,12582
821765923262631936,shih-tzu,12,10,Hercules,,1899,9317
821522889702862852,cardigan,13,10,Duchess,doggo,2030,8871
821407182352777218,airedale,12,10,Sampson,doggo,5053,13075
821153421864615936,pomeranian,14,10,Sundance,doggo,10,280
821149554670182400,eskimo_dog,13,10,,,2320,9718
821107785811234820,greater_swiss_mountain_dog,12,10,Luca,,2487,10645
820837357901512704,pug,12,10,Flash,,7733,0
820749716845686786,german_shepherd,12,10,Finn,,11525,34984
820690176645140481,cardigan,13,10,Sunny,,3716,13518
820314633777061888,toilet_tissue,13,10,Peaches,,648,3706
820078625395449857,brown_bear,14,10,,,7246,21979
820013781606658049,chihuahua,12,10,,,1369,0
819952236453363712,golden_retriever,13,10,Oliver,puppo,1369,5927
819924195358416896,acorn_squash,13,10,Oliver,puppo,5607,14305
819711362133872643,brabancon_griffon,11,10,,doggo,3604,14916
819588359383371776,chow,11,10,Howie,,2271,10606
819238181065359361,pomeranian,12,10,Anna,,462,2550
819227688460238848,soccer_ball,10,10,,pupper,7733,25652
819015337530290176,flat-coated_retriever,12,10,Finn,,42228,0
819006400881917954,malamute,14,10,Sunny,doggo,21794,49960
818646164899774465,pomeranian,14,10,Bo,doggo,24069,0
818627210458333184,dandie_dinmont,11,10,Seamus,,8564,24597
818614493328580609,bernese_mountain_dog,13,10,Wafer,,2982,10971
818588835076603904,vizsla,12,10,Bear,,7126,0
818307523543449600,samoyed,11,10,Tom,,9366,0
818145370475810820,chihuahua,12,10,Florence,,3014,13671
817827839487737858,miniature_poodle,12,10,,,31314,57622
817777686764523521,labrador_retriever,13,10,Buddy,,3084,11901
817536400337801217,giant_schnauzer,13,10,Dido,doggo,3505,13105
817536400337801217,giant_schnauzer,13,10,Dido,pupper,3505,13105
817502432452313088,pembroke,12,10,Eugene,,3917,0
817423860136083457,english_springer,7,10,Herschel,pupper,17504,38260
817415592588222464,rottweiler,13,10,Ken,,1131,6267
817181837579653120,pembroke,11,10,Strudel,,9907,0
817171292965273600,boxer,13,10,,pupper,2326,9690
817120970343411712,street_sign,13,10,Tebow,,3011,13367
817056546584727552,samoyed,13,10,,,1927,9517
816829038950027264,dalmatian,11,10,Chloe,,5496,0
816816676327063552,labrador_retriever,12,10,Betty,puppo,2361,11071
816336735214911488,labrador_retriever,13,10,Moose,,2269,9564
816091915477250048,dingo,11,10,Dudley,,2500,9927
816062466425819140,golden_retriever,12,10,Comet,,1207,0
816014286006976512,chow,11,10,Jack,,6154,0
815966073409433600,llama,11,10,Jack,,9907,25057
815745968457060357,pembroke,13,10,,pupper,4797,0
815736392542261248,borzoi,12,10,Levi,,2625,10937
815639385530101762,upright,11,10,Akumi,,1918,9161
815390420867969024,labrador_retriever,12,10,Titan,,4407,11467
814986499976527872,chihuahua,13,10,,,1505,8485
814638523311648768,labrador_retriever,11,10,Cooper,pupper,3130,12511
814530161257443328,west_highland_white_terrier,9,10,Beau,,2156,9629
814153002265309185,vizsla,12,10,Alf,,10080,32000
813910438903693312,scottish_deerhound,11,10,Bruce,,2194,10342
813812741911748608,cocker_spaniel,11,10,Chubbs,doggo,16267,40402
813800681631023104,pembroke,14,10,Gary,,2060,9300
813217897535406080,chow,12,10,Sky,,8476,20783
813202720496779264,english_springer,13,10,Atlas,,2090,10192
813187593374461952,bath_towel,11,10,,doggo,5096,22085
813172488309972993,standard_schnauzer,13,10,,,2236,10384
813157409116065792,golden_retriever,12,10,Eleanor,,2557,8588
813142292504645637,maltese_dog,12,10,Layla,,2728,9361
813130366689148928,beagle,13,10,,,513,4968
813127251579564032,basset,12,10,,,3652,13242
813112105746448384,pomeranian,11,10,,doggo,3225,11515
813096984823349248,pug,12,10,Toby,,4207,11694
813081950185472002,labrador_retriever,11,10,Rocky,doggo,3220,10989
813066809284972545,golden_retriever,11,10,Baron,,2276,8865
813051746834595840,wood_rabbit,12,10,Tyr,,8503,23337
812781120811126785,west_highland_white_terrier,13,10,Bauer,,2191,8380
812747805718642688,italian_greyhound,10,10,Swagger,,8067,0
812709060537683968,labrador_retriever,10,10,Sammy,,1665,7373
812503143955202048,bull_mastiff,12,10,Brandi,,1424,6787
812372279581671427,shih-tzu,12,10,Mary,,4252,15224
811985624773361665,irish_water_spaniel,13,10,Moe,,1647,8102
811744202451197953,chihuahua,11,10,Ted,,1884,8429
811627233043480576,bubble,11,10,,,3650,14265
811386762094317568,french_bulldog,10,10,Augie,,7444,23302
810984652412424192,teddy,11,10,Craig,pupper,1655,5927
810896069567610880,golden_retriever,24,7,Sam,,2090,10093
810657578271330305,maltese_dog,11,10,Hunter,,3057,12192
810284430598270976,golden_retriever,11,10,Pavlov,,13369,39640
810254108431155201,pug,13,10,Phil,,3901,16380
809920764300447744,chow,12,10,Gus,,4521,17250
809808892968534016,feather_boa,10,10,,,5711,0
809448704142938112,seat_belt,12,10,Maximus,,1696,7727
809220051211603969,boston_bull,12,10,,,6554,22246
809084759137812480,whippet,12,10,Kyro,,4046,14685
808838249661788160,loafer,11,10,Wallace,,3536,11271
808733504066486276,book_jacket,13,10,Ito,,2509,8784
808501579447930884,chihuahua,12,10,,pupper,3007,12595
808134635716833280,chihuahua,11,10,Seamus,,6961,0
808106460588765185,rain_barrel,13,10,Milo,,2525,9701
808001312164028416,great_pyrenees,12,10,,doggo,4098,14015
808001312164028416,great_pyrenees,12,10,,pupper,4098,14015
807621403335917568,chesapeake_bay_retriever,12,10,Cooper,,4288,16236
807059379405148160,chesapeake_bay_retriever,13,10,Stephan,,8521,0
806629075125202948,pekinese,12,10,Lennon,,37911,75639
806576416489959424,welsh_springer_spaniel,12,10,,,2230,5370
806542213899489280,labrador_retriever,13,10,,,2752,11363
806242860592926720,malamute,11,10,Waffles,,13616,0
806219024703037440,english_setter,12,10,Dave,,1388,7145
805932879469572096,shetland_sheepdog,10,10,Penny,,2209,9178
805826884734976000,japanese_spaniel,12,10,Major,,2132,7335
805823200554876929,blenheim_spaniel,12,10,Duke,,9374,0
805520635690676224,water_buffalo,12,10,Reginald,puppo,1905,6368
805487436403003392,beagle,13,10,Zeke,,2929,9773
805207613751304193,lakeland_terrier,12,10,Sansa,,1972,8680
804738756058218496,staffordshire_bullterrier,12,10,Shooter,,4480,15326
804475857670639616,american_staffordshire_terrier,12,10,Django,,2355,6886
804413760345620481,seat_belt,13,10,,,3712,0
804026241225523202,basset,13,10,Rusty,,18876,49774
803692223237865472,chihuahua,12,10,Diogi,puppo,8689,0
803380650405482500,maltese_dog,13,10,,pupper,2169,8601
803321560782307329,pembroke,12,10,Sonny,,6221,0
803276597545603072,shih-tzu,11,10,Philbert,,2887,11207
802952499103731712,siberian_husky,11,10,Winston,,2336,10085
802624713319034886,teddy,12,10,Marley,,3403,0
802600418706604034,dalmatian,12,10,,,1714,7938
802572683846291456,eskimo_dog,11,10,Bailey,,2926,9959
802323869084381190,miniature_pinscher,12,10,Winnie,,6808,18124
802265048156610565,chihuahua,13,10,Severus,,1573,7039
802247111496568832,maltese_dog,11,10,,doggo,5247,0
802247111496568832,maltese_dog,11,10,,pupper,5247,0
802239329049477120,norfolk_terrier,13,10,,,3040,10132
802185808107208704,golden_retriever,12,10,Loki,puppo,314,0
801958328846974976,dogsled,13,10,,,1992,8608
801854953262350336,miniature_pinscher,12,10,Ronnie,,275,1958
801538201127157760,pembroke,11,10,,,2391,9141
801285448605831168,swing,12,10,Wallace,,960,6802
801167903437357056,schipperke,10,10,,,6961,27386
801127390143516673,maltese_dog,13,10,Milo,,4627,0
801115127852503040,staffordshire_bullterrier,11,10,Anakin,doggo,2429,8992
800859414831898624,labrador_retriever,12,10,Bones,doggo,113,778
800859414831898624,labrador_retriever,12,10,Bones,pupper,113,778
800751577355128832,seat_belt,11,10,,,3214,11701
800513324630806528,malamute,12,10,Mauve,,3495,14685
800459316964663297,irish_terrier,11,10,Chef,,2489,10538
800388270626521089,pembroke,11,10,Sampson,pupper,3265,12456
800188575492947969,airedale,12,10,Doc,floofer,4581,0
800141422401830912,labrador_retriever,11,10,Bo,pupper,2980,17092
800018252395122689,labrador_retriever,13,10,Peaches,,15351,31768
799774291445383169,eskimo_dog,11,10,,doggo,5488,0
799757965289017345,panpipe,13,10,Tucker,,2506,9390
799422933579902976,cash_machine,13,10,Sobe,doggo,2213,8965
799308762079035393,kelpie,12,10,Longfellow,,6478,0
799297110730567681,scottish_deerhound,14,10,,,3227,11065
799063482566066176,italian_greyhound,11,10,Jeffrey,,2863,9058
798933969379225600,pug,11,10,Mister,,5203,14712
798925684722855936,toy_poodle,12,10,Iroh,,1663,8246
798705661114773508,maltese_dog,11,10,Shadow,,7724,0
798697898615730177,chihuahua,10,10,,,7602,0
798686750113755136,dalmatian,12,10,,,2702,0
798682547630837760,boxer,11,10,Jack,,5515,0
798673117451325440,wallaby,8,10,,pupper,6485,0
798665375516884993,french_bulldog,13,10,,,4519,0
798644042770751489,bloodhound,10,10,Lola,,2153,0
798628517273620480,chihuahua,10,10,Paull,,2272,0
798585098161549313,airedale,12,10,,,6618,0
798576900688019456,llama,10,10,Timison,,6871,0
798340744599797760,entlebucher,1,10,,,3924,0
797971864723324932,samoyed,13,10,Cooper,,3652,13018
797545162159308800,earthstar,12,10,,pupper,5656,16198
797165961484890113,golden_retriever,12,10,Pancake,,32,256
796904159865868288,pug,11,10,,,10411,0
796865951799083009,maltese_dog,11,10,Tyrone,,2198,8564
796759840936919040,miniature_poodle,12,10,Tyr,,3562,13256
796563435802726400,bluetick,11,10,Romeo,,8536,0
796387464403357696,brittany_spaniel,12,10,,doggo,4861,12334
796116448414461957,lakeland_terrier,13,10,,,2813,10139
796080075804475393,kuvasz,11,10,,,2703,9469
796031486298386433,chihuahua,12,10,Yogi,,4284,12071
795400264262053889,french_bulldog,13,10,,doggo,3323,11270
